US Node ID 2012,DS Node ID  2012,Link Type 2012,System Type 2012,Conduit Material 2012,Site Condition 2012,Ground Condition 2012,Shape ID 2012,Conduit Width 2012,Conduit Height 2012,Bottom Roughness 2012,Top Roughness 2012,Conduit Length 2012 (ft),US Invert Level 2012 (ft),DS Invert Level 2012 (ft)
VCLUB01,VCLUB02,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,2651.929187,18.5,18
C62.M05,C62.M04,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2133.60004,2057.400039,0.015,0.015,1098.504016,18.61,17.2
C53.M05,C53.M04,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,752.4687294,18.66,17.31
32,40,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,1341.343564,19.11,16.65
60,61,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1727.200032,1371.600026,0.015,0.015,585.6386789,19.2,17.12
Birch03,Birch02,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,343.7655639,19.5,19
Sycamore03,Sycamore02,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,853.0660547,19.5,19
C09.001,R09,Cond,combined,UNKN,ROAD,SUBURBS,RECT,710.1840134,381.0000072,0.015,0.015,97.85103358,20.142,18.412
392467,C60.M01,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,341.7211323,20.47,18.37
Birch04,Birch03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,860.7623955,20.5,20
Elm01,Elm Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,20.5,20
Elm02,Elm Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,20.5,20
Elm05,Elm Pond,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,100.3291639,20.5,20
C67.010,C67.009,Cond,combined,UNKN,ROAD,SUBURBS,"84""X74"" (1639)",2133.60004,1879.600035,0.015,0.015,1708.003687,20.51,14.39
N703,N700,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,2133.60004,0.015,0.015,765.4111916,20.692,-0.618
C61.001,R61,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,300.9874918,20.86,0.13
C62.M06,C62.M05,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,1251.084608,20.91,18.66
C53.M06,C53.M05,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,1504.937459,21.36,18.66
Elm03,Elm02,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,309.3730421,21.5,21
C62.M24,C62.M23,Cond,combined,UNKN,ROAD,SUBURBS,7'6''X8',2286.000043,2438.400046,0.015,0.015,971.8886109,22.07,18.33
C62.M06,C53.M06,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,3657.600069,3657.600069,0.015,0.015,50.16458196,22.23,21.34
391881,N703,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1219.200023,0.015,0.015,136.7486504,22.422,20.692
Birch05,Birch04,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,1480.863085,22.5,22
Elm04,Elm03,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3048.000057,1219.200023,0.04,0.04,683.8184397,22.5,22
C53.M07,C53.M06,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,774.7618697,22.75,21.36
59,C02.001,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2133.60004,2590.800049,0.015,0.015,1488.99091,22.752,3.242
52,53,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1676.400032,1473.200028,0.015,0.015,623.3910941,23.3,14
BR08.01,R08.01,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,304.8000057,304.8000057,0.015,0.015,236.1748519,23.842,22.272
C78.001,R78,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,762.0000143,762.0000143,0.015,0.015,340.316524,24.54,12.15
WI08-009,RW08-009,Cond,combined,UNKN,ROAD,SUBURBS,RECT,710.1840134,509.0160096,0.015,0.015,78.48750494,24.562,22.382
C62.M07,C62.M06,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,1243.479658,24.62,20.91
C67.011,C67.010,Cond,combined,UNKN,ROAD,SUBURBS,"78""X68"" (1639)",1981.200037,1727.200032,0.015,0.015,1043.924951,24.65,21.77
10,32,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,1992.849676,24.74376464,19.11
C6.2M25,C62.M24,Cond,combined,UNKN,ROAD,SUBURBS,7'6''X8',2286.000043,2438.400046,0.015,0.015,775.6447663,25,22.07
51,52,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,500.2102785,25.61,23.3
Westchester03_1,Westchester03_2,Cond,storm,UNKN,ROAD,SUBURBS,RECT,3657.600069,1219.200023,0.04,0.04,401.3166557,26,25
N709,N703,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,2438.400046,0.015,0.015,679.3287689,26.042,20.692
392631,59,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1828.800034,1828.800034,0.015,0.015,1234.021232,26.452,22.752
C08.001,R08,Cond,combined,UNKN,ROAD,SUBURBS,RECT,710.1840134,509.0160096,0.015,0.015,108.6564845,26.732,24.672
C60.M02,392467,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1727.200032,1828.800034,0.015,0.015,1189.602897,27.03,20.47
392710,N709,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1219.200023,0.015,0.015,159.6236998,27.242,26.042
BR79.01,PS-RDale.3,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,381.0000072,381.0000072,0.015,0.015,491.9138907,27.25,25.27
C67.012,C67.011,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1676.400032,1676.400032,0.015,0.015,709.6281764,27.4,24.65
O79.01,WI79-053,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1676.400032,1219.200023,0.015,0.015,168.7536537,28,8
38,10,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3657.600069,2590.800049,0.015,0.015,1279.246085,28.36,24.74376464
C53.M08,C53.M07,Cond,combined,UNKN,ROAD,SUBURBS,RECT,3048.000057,2286.000043,0.015,0.015,1557.108624,28.57,22.75
C53.M08,45,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1524.000029,0.015,0.015,134.417498,29.02,28.30872528
C76.001,R76,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,405.2094273,29.25,-3.6
N711,N709,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,2438.400046,0.015,0.015,780.4605662,29.922,26.042
50,51,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1447.800027,1447.800027,0.015,0.015,865.2699115,30,25.61
C53.M09,C53.M08,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2743.200052,2286.000043,0.015,0.015,404.0255431,30.08,28.57
C60.M03,C60.M02,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1728.216032,1828.800034,0.015,0.015,734.8107966,30.42,27.03
Reg7.01,N700,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1066.80002,609.6000115,0.015,0.015,1062.987492,30.532,-0.618
45,C62.M07,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1727.200032,1828.800034,0.015,0.015,1487.680843,30.82,24.22
C53.M10,C53.M09,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2438.400046,2286.000043,0.015,0.015,422.6867676,31.66,30.08
C60.M04,C60.M03,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1727.200032,1828.800034,0.015,0.015,1021.049901,32.33,30.47
C53-M11.1,C53.M10,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2133.60004,2286.000043,0.015,0.015,331.7584463,32.9,31.66
49,50,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,503.074375,33.2,30
777,45,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1727.200032,1828.800034,0.015,0.015,563.5489138,33.32,30.82
C67.013,C67.012,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,1150.77551,33.38,27.4
C53.M11,C53-M11.1,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,2286.000043,0.015,0.015,248.7159974,34.39,32.9
58,392631,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1828.800034,1828.800034,0.015,0.015,551.7122486,35.012,26.452
666,777,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1727.200032,1828.800034,0.015,0.015,498.7362739,35.5,33.32
C78.002,R78,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,470.162528,35.63,13.99
N710,N711,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,2438.400046,0.015,0.015,711.5344305,36.372,30.522
37,38,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2743.200052,2286.000043,0.015,0.015,2216.022793,36.58,28.36
C60.M05,C60.M04,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,360.8840026,36.58,32.33
C62.M31,C6.2M25,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1371.600026,1524.000029,0.015,0.015,449.6753127,36.58,28
35,666,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1727.200032,1828.800034,0.015,0.015,251.6255431,36.79,35.5
39433,C6.2M25,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1371.600026,1524.000029,0.015,0.015,498.836603,37,28
Reg7.03,392710,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1066.80002,711.0984134,0.015,0.015,1151.377485,37.032,27.242
36,C53.M11,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,1727.200032,0.015,0.015,1481.761422,38.48,34.39
7000,C78.001,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,609.6000115,609.6000115,0.015,0.015,580.6048716,40.37,28.5
C79.001,R79,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,463.6210665,40.37,28.76
R52.01,R52.02,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,509.0160096,509.0160096,0.015,0.015,587.3269256,40.382,7.862
34,35,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1727.200032,1828.800034,0.015,0.015,1441.328769,41.94,36.79
BR77.01,PS-RDale.1,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,685.8000129,685.8000129,0.015,0.015,248.4150099,42.46,42.13
33,36,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1828.800034,1727.200032,0.015,0.015,884.0645264,42.58,38.48
WI52-052,RW52-052,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,219.720869,42.792,35.142
Reg7.02,391881,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,812.8000153,0.015,0.015,1183.884134,43.292,22.422
C60.M06,C60.M05,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1524.000029,1524.000029,0.015,0.015,478.3694536,43.5,36.58
WI77-055,RW77-055,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1219.200023,1219.200023,0.015,0.015,127.7190257,44.33,3.5
395241,N710,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1524.000029,1524.000029,0.015,0.015,365.0978275,45.092,36.372
C53.M13,33,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2286.000043,1828.800034,0.015,0.015,721.5590618,45.48,42.58
Reg7.04,N711,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,812.9016153,0.015,0.015,1523.137169,46.472,29.922
N717,395241,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1574.80003,1041.40002,0.015,0.015,137.1499671,46.792,45.092
N717,395241,Cond,combined,UNKN,ROAD,SUBURBS,RECT,914.4000172,2133.60004,0.015,0.015,179.4716871,46.792,45.092
31,33,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,2590.800049,2590.800049,0.015,0.015,70.33247297,47.27,42.58
44,49,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1219.200023,0.015,0.015,1213.228522,48.42,33.2
Reg7.06,N717,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1981.200037,0.015,0.015,534.6340487,48.472,46.792
333,34,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1828.800034,1727.200032,0.015,0.015,1357.353259,48.972,41.94
29,333,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1828.800034,1727.200032,0.015,0.015,110.15431,49.6,48.972
31,37,Cond,combined,UNKN,ROAD,SUBURBS,RECT,2590.800049,2286.000043,0.015,0.015,1646.802772,49.6,38.58
C79.002,R79,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,762.0000143,762.0000143,0.015,0.015,262.3607637,49.65,27.31
395717,N717,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1219.200023,1981.200037,0.015,0.015,360.1816985,51.31,46.792
C62.M26,39433,Cond,combined,UNKN,ROAD,SUBURBS,RECT,1371.600026,1524.000029,0.015,0.015,1514.970375,52.1,37
R79.02,7000,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,609.6000115,609.6000115,0.015,0.015,502.8497696,52.66,40.37
295679,29,Cond,combined,UNKN,ROAD,SUBURBS,5'8''X6'-top semicircular,1828.800034,1727.200032,0.015,0.015,610.0385185,53.96,49.6
C77.001,R77,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1066.80002,1066.80002,0.015,0.015,212.7981567,57.4,52.5
25,C53.M13,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1295.400024,1295.400024,0.015,0.015,1084.558262,58.71,45.48
26,295679,Cond,combined,UNKN,ROAD,SUBURBS,CIRC,1371.600026,1371.600026,0.015,0.015,357.2502324,60.03,53.96
